model,condition,problem_id,seed,gold_answer,v4_status,v4_extracted_answer,v4_correct,v4_abstain_reason,finish_reason,truncated,eos_seen,generated_token_count,runtime_error,nonfinite,source_file
Qwen3.5-9B,QWEN_FP_STATE,aime26_10,2,156,EXTRACTED,49,False,,eos,False,True,44780,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_11,1,896,EXTRACTED,896,True,,eos,False,True,38793,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_11,2,896,EXTRACTED,896,True,,eos,False,True,52793,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_12,1,161,EXTRACTED,161,True,,eos,False,True,35517,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_12,2,161,EXTRACTED,161,True,,eos,False,True,25934,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_13,1,39,EXTRACTED,39,True,,eos,False,True,25061,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_13,2,39,EXTRACTED,39,True,,eos,False,True,39266,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_14,1,681,EXTRACTED,681,True,,eos,False,True,27215,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_14,2,681,EXTRACTED,681,True,,eos,False,True,22717,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_15,1,83,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_15,2,83,EXTRACTED,31,False,,eos,False,True,66373,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_16,1,178,EXTRACTED,178,True,,eos,False,True,14274,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_16,2,178,EXTRACTED,178,True,,eos,False,True,14515,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_17,1,243,EXTRACTED,243,True,,eos,False,True,39669,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_17,2,243,EXTRACTED,243,True,,eos,False,True,46071,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_18,1,503,EXTRACTED,503,True,,eos,False,True,27514,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_18,2,503,EXTRACTED,503,True,,eos,False,True,27494,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_19,1,279,EXTRACTED,279,True,,eos,False,True,21731,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_19,2,279,EXTRACTED,279,True,,eos,False,True,18170,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_20,1,190,EXTRACTED,190,True,,eos,False,True,16910,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_20,2,190,EXTRACTED,190,True,,eos,False,True,17549,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_21,1,50,EXTRACTED,50,True,,eos,False,True,42942,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_21,2,50,EXTRACTED,50,True,,eos,False,True,27272,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_22,1,754,EXTRACTED,754,True,,eos,False,True,28311,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_22,2,754,EXTRACTED,754,True,,eos,False,True,24112,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_23,1,245,EXTRACTED,245,True,,eos,False,True,29935,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_23,2,245,EXTRACTED,245,True,,eos,False,True,29144,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_24,1,669,EXTRACTED,669,True,,eos,False,True,31563,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_24,2,669,EXTRACTED,669,True,,eos,False,True,21339,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_25,1,850,EXTRACTED,850,True,,eos,False,True,23248,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_25,2,850,EXTRACTED,850,True,,eos,False,True,28836,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_26,1,132,EXTRACTED,132,True,,eos,False,True,34321,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_26,2,132,EXTRACTED,132,True,,eos,False,True,33898,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_27,1,223,EXTRACTED,223,True,,eos,False,True,26601,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_27,2,223,EXTRACTED,223,True,,eos,False,True,31101,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_28,1,107,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_28,2,107,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_29,1,157,EXTRACTED,157,True,,eos,False,True,29578,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_29,2,157,EXTRACTED,157,True,,eos,False,True,26871,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_30,1,393,EXTRACTED,1107,False,,eos,False,True,68238,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/fp_state.jsonl
Qwen3.5-9B,QWEN_FP_STATE,aime26_30,2,393,EXTRACTED,243,False,,eos,False,True,28710,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/fp_state.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_01,1,277,EXTRACTED,277,True,,eos,False,True,9588,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_01,2,277,EXTRACTED,277,True,,eos,False,True,15150,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_02,1,62,EXTRACTED,62,True,,eos,False,True,54401,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_02,2,62,EXTRACTED,,False,,eos,False,True,70421,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_03,1,79,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,74388,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_03,2,79,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_04,1,70,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_04,2,70,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_05,1,65,EXTRACTED,65,True,,eos,False,True,35774,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_05,2,65,EXTRACTED,65,True,,eos,False,True,34705,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_06,1,441,EXTRACTED,441,True,,eos,False,True,69824,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_06,2,441,EXTRACTED,441,True,,eos,False,True,39808,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_07,1,396,EXTRACTED,,False,,eos,False,True,30447,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_07,2,396,EXTRACTED,396,True,,eos,False,True,25915,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_08,1,244,EXTRACTED,244,True,,eos,False,True,45863,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_08,2,244,EXTRACTED,244,True,,eos,False,True,34965,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_09,1,29,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_09,2,29,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,43344,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_10,1,156,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_10,2,156,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_11,1,896,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_11,2,896,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_12,1,161,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,54367,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_12,2,161,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_13,1,39,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_13,2,39,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_14,1,681,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,79190,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_14,2,681,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_15,1,83,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_15,2,83,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_16,1,178,EXTRACTED,178,True,,eos,False,True,46259,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_16,2,178,EXTRACTED,178,True,,eos,False,True,29618,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_17,1,243,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_17,2,243,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_18,1,503,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_18,2,503,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker3/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_19,1,279,EXTRACTED,279,True,,eos,False,True,79227,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
Qwen3.5-9B,QWEN_INT8_C128,aime26_19,2,279,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,False,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker1/int8_c128.jsonl
