problem_id,seed,group,native_correct,hadamard_correct,native_v4_status,hadamard_v4_status,native_abstain,hadamard_abstain,native_tokens,hadamard_tokens,length_delta,native_truncation,hadamard_truncation,native_eos,hadamard_eos,native_explicit_terminal_answer,hadamard_explicit_terminal_answer,native_answer_committed,hadamard_answer_committed,native_unique_token_ratio,hadamard_unique_token_ratio,native_repeated_4gram_rate,hadamard_repeated_4gram_rate,native_repeated_8gram_rate,hadamard_repeated_8gram_rate,native_repeated_16gram_rate,hadamard_repeated_16gram_rate,native_longest_repeated_span,hadamard_longest_repeated_span,native_correction_density_per_1k,hadamard_correction_density_per_1k,native_strong_answer_changes,hadamard_strong_answer_changes,native_first_commit_position,hadamard_first_commit_position,native_last_commit_position,hadamard_last_commit_position,native_fraction_after_first_commit,hadamard_fraction_after_first_commit,native_failure_category,native_failure_category_basis
aime26_06,1,BOTH_CORRECT,True,True,EXTRACTED,EXTRACTED,False,False,69824,16012,-53812,False,False,True,True,True,True,True,True,0.02595096241979835,0.05683237571821134,0.6639406482290429,0.5351364857267786,0.33181030408066803,0.25910652920962196,0.1138105401882279,0.06338688504094514,100,32,8.764894592117324,4.683987009742693,6,0,41361,7304,63112,14292,0.4076392071494042,0.5438421184111916,NOT_COVERED_NON_CEILING,canonical classifier covers native ceiling rows only
aime26_06,2,BOTH_CORRECT,True,True,EXTRACTED,EXTRACTED,False,False,39808,24452,-15356,False,False,True,True,True,True,True,False,0.03936394694533762,0.050629805332897106,0.5701293807310639,0.5128635118000736,0.25157659355292583,0.21124974432399268,0.0676752192596688,0.051438392601383165,64,32,5.3758038585209,5.5619172255848195,6,0,15891,,37327,,0.600808882636656,,NOT_COVERED_NON_CEILING,canonical classifier covers native ceiling rows only
aime26_07,1,RESCUED,False,True,EXTRACTED,EXTRACTED,False,False,30447,17135,-13312,False,False,True,True,True,True,True,True,0.044306499819358226,0.06728917420484389,0.5475955853370122,0.47122344151295825,0.22552562417871225,0.17357543204110226,0.053890641430073605,0.04223130841121492,128,32,4.5324662528327915,3.7350452290633207,0,0,28476,13370,28476,17127,0.06473544191545966,0.21972570761599067,NOT_COVERED_NON_CEILING,canonical classifier covers native ceiling rows only
aime26_07,2,BOTH_CORRECT,True,True,EXTRACTED,EXTRACTED,False,False,25915,19002,-6913,False,False,True,True,True,True,True,True,0.05008682230368512,0.06572992316598253,0.5137002161160852,0.4630770040528449,0.19681179558437545,0.18431166096341145,0.052857142857142825,0.051877600463475004,64,100,4.206058267412695,3.525944637406589,1,0,12125,16362,25908,18995,0.532124252363496,0.13893274392169244,NOT_COVERED_NON_CEILING,canonical classifier covers native ceiling rows only
aime26_08,1,BOTH_CORRECT,True,True,EXTRACTED,EXTRACTED,False,False,45863,24668,-21195,False,False,True,True,True,True,True,True,0.038484181148202255,0.04670017836873683,0.5533144352376799,0.5594972633286033,0.22103977669225405,0.23462146709379184,0.05044931076600945,0.04831055044010868,64,32,5.647253777554892,4.783525214853251,1,0,17339,12694,41159,23419,0.6219392538647711,0.4854061942597697,NOT_COVERED_NON_CEILING,canonical classifier covers native ceiling rows only
aime26_08,2,BOTH_CORRECT,True,True,EXTRACTED,EXTRACTED,False,False,34965,17288,-17677,False,False,True,True,True,True,True,True,0.0412984412984413,0.055876908838500695,0.5757965791430697,0.5313277408157362,0.24489387264717666,0.21954747989121004,0.05753934191702437,0.04810976668789435,64,32,5.8916058916058915,4.3382693197593705,0,0,31099,17281,33688,17281,0.11056771056771057,0.0004049051365108746,NOT_COVERED_NON_CEILING,canonical classifier covers native ceiling rows only
aime26_09,1,RESCUED,False,True,ABSTAIN,EXTRACTED,True,False,81920,37084,-44836,True,False,False,True,False,True,False,True,0.02762451171875,0.04462841117463057,0.555672204792656,0.5446724737736307,0.2236030910844432,0.2379102947919195,0.10305842134179843,0.08152364509428367,64,32,28.01513671875,5.5010247006795385,0,2,,16645,,37077,,0.5511541365548485,TEXTUAL_REPETITION_LOOP,late output becomes an extended exact 'Wait.' loop
aime26_09,2,BOTH_WRONG,False,False,ABSTAIN,EXTRACTED,True,False,43344,33658,-9686,False,False,True,True,False,True,False,True,0.038805832410483576,0.03993107136490582,0.5522715211924044,0.5403060466498292,0.2987747190622332,0.30141749130783635,0.21463684830021468,0.21169336860565346,64,32,37.929125138427466,22.96630815853586,0,0,,26411,,33554,,0.21531285281359558,NOT_COVERED_NON_CEILING,canonical classifier covers native ceiling rows only
aime26_10,1,BOTH_WRONG,False,False,ABSTAIN,EXTRACTED,True,False,81920,43040,-38880,True,False,False,True,False,True,False,True,0.02923583984375,0.044795539033457246,0.5396437857831708,0.499523665683017,0.14176016016993642,0.15887807031812795,0.02194005249984743,0.03193492155723421,64,64,9.326171875,6.412639405204461,0,0,,40141,,40141,,0.06735594795539034,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_10,2,BOTH_WRONG,False,False,ABSTAIN,ABSTAIN,True,True,81920,47024,-34896,True,False,False,True,False,False,False,False,0.03135986328125,0.0390226267437904,0.5353223384645434,0.559367091299632,0.15522566625566148,0.23336240083374094,0.026078993956412888,0.08606862515688485,32,64,9.0087890625,5.996937733923103,0,0,,,,,,,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_11,1,BOTH_WRONG,False,False,ABSTAIN,EXTRACTED,True,False,81920,33097,-48823,True,False,False,True,False,True,True,False,0.0333740234375,0.06133486418708644,0.5091372975084536,0.3602465703752946,0.1456301197612101,0.09867029313992137,0.03091386362248949,0.021612961731455216,64,32,7.275390625,3.8976342266670696,1,0,67773,,81425,,0.17269287109375,,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_11,2,RESCUED,False,True,ABSTAIN,EXTRACTED,True,False,81920,42667,-39253,True,False,False,True,False,True,False,True,0.03206787109375,0.047319942812946776,0.5298045582723977,0.4084942808925558,0.22604470596852755,0.12979371776840132,0.11891825895854957,0.02883803807558849,512,64,40.6005859375,5.015585815735815,0,0,,36707,,41454,,0.13968640869993204,SEMANTIC_DEGENERATION,late output transitions to non-mathematical fragments
aime26_12,1,BOTH_WRONG,False,False,ABSTAIN,ABSTAIN,True,True,54367,29543,-24824,False,False,True,True,False,False,True,False,0.0297423069141207,0.05429374132620248,0.6983481715841365,0.47742044685172647,0.5217991169977925,0.20727248104008666,0.42020532823079193,0.11040368463830941,384,32,23.414939209446906,5.6866262735673425,0,0,27837,,28757,,0.48797984071219674,,NOT_COVERED_NON_CEILING,canonical classifier covers native ceiling rows only
aime26_12,2,RESCUED,False,True,ABSTAIN,EXTRACTED,True,False,81920,25928,-55992,True,False,False,True,False,True,False,True,0.03072509765625,0.059048133292193765,0.5186713380616965,0.4092189006750241,0.1534432873902799,0.13626017514756372,0.020291801477321236,0.03284065912862266,32,32,8.65478515625,5.630978093181117,0,0,,20006,,20006,,0.22840172786177107,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_13,1,BOTH_WRONG,False,False,ABSTAIN,EXTRACTED,True,False,81920,44250,-37670,True,False,False,True,False,True,True,True,0.02471923828125,0.03351412429378531,0.6515741543269407,0.6252401292743011,0.2945197953926727,0.3407318671880297,0.07519687442769063,0.20198937492935454,64,100,8.23974609375,4.858757062146893,2,1,51101,31054,74699,36989,0.37620849609375,0.29821468926553674,ANSWER_COMMIT_FAILURE,canonical early-gold-without-commit rule
aime26_13,2,BOTH_WRONG,False,False,ABSTAIN,ABSTAIN,True,True,81920,36814,-45106,True,False,False,True,False,False,True,False,0.02333984375,0.033384038680936604,0.6687622837750407,0.6714297356768357,0.30348052201726217,0.39286005379411526,0.07546547829802819,0.2173700372292725,64,32,8.9111328125,13.500298799369805,9,0,16995,,75296,,0.79254150390625,,MIXED_FAILURE,canonical oscillation plus commit rule
aime26_14,1,RESCUED,False,True,ABSTAIN,EXTRACTED,True,False,79190,32818,-46372,False,False,True,True,False,True,False,True,0.02434650839752494,0.04872326162471814,0.6049730385037948,0.4805729087307634,0.23960951214275794,0.1726555118710189,0.10918850647300282,0.04103283236289368,32,32,29.119838363429725,5.698092510207813,0,0,,28807,,28807,,0.12221951368151623,NOT_COVERED_NON_CEILING,canonical classifier covers native ceiling rows only
aime26_14,2,RESCUED,False,True,ABSTAIN,EXTRACTED,True,False,81920,43426,-38494,True,False,False,True,False,True,False,True,0.0218505859375,0.04108137981854189,0.6233504644945493,0.5430301913732354,0.1859533895718628,0.23524263571247606,0.04356266406202303,0.07263136071502618,64,64,11.1572265625,6.470777875005757,0,1,,31673,,42000,,0.27064431446598813,REASONING_OSCILLATION,canonical oscillation rule
aime26_15,1,BOTH_WRONG,False,False,ABSTAIN,EXTRACTED,True,False,81920,37410,-44510,True,False,False,True,False,True,True,True,0.0327880859375,0.05094894413258487,0.496612424771415,0.4478038869730264,0.11432861694724894,0.14592412373339037,0.00891276478847447,0.06770958684316086,32,0,7.91015625,8.767709168671479,10,3,29290,9303,80159,33776,0.6424560546875,0.7513231756214915,REASONING_OSCILLATION,canonical oscillation rule
aime26_15,2,BOTH_WRONG,False,False,ABSTAIN,EXTRACTED,True,False,81920,57384,-24536,True,False,False,True,False,True,True,True,0.03355712890625,0.05813467168548724,0.46333483892232386,0.3829316324218818,0.09449049601406367,0.07849835299858832,0.007093584030278932,0.006902682633478041,32,32,8.203125,4.809703053115851,6,6,42283,11040,76303,55939,0.48385009765625,0.8076118778753659,REASONING_OSCILLATION,canonical oscillation rule
aime26_16,1,BOTH_CORRECT,True,True,EXTRACTED,EXTRACTED,False,False,46259,13454,-32805,False,False,True,True,True,True,False,True,0.036663135822218376,0.07432733759476735,0.5523823936354202,0.39127202438480413,0.17979763037274066,0.11206960660370346,0.0343612144278177,0.02187662772527721,64,64,5.469205992347435,3.7163668797383678,0,0,,13447,,13447,,0.0005202913631633715,NOT_COVERED_NON_CEILING,canonical classifier covers native ceiling rows only
aime26_16,2,BOTH_CORRECT,True,True,EXTRACTED,EXTRACTED,False,False,29618,12662,-16956,False,False,True,True,True,True,True,True,0.050712404618812885,0.07644921813299636,0.49191288198548033,0.40816810174579354,0.14808685961298163,0.12358751481627817,0.02263284126608789,0.024274531509448916,32,64,5.638463096765481,3.55394092560417,0,0,23721,9933,28192,9933,0.1991018974947667,0.21552677302163956,NOT_COVERED_NON_CEILING,canonical classifier covers native ceiling rows only
aime26_17,1,RESCUED,False,True,ABSTAIN,EXTRACTED,True,False,81920,52430,-29490,True,False,False,True,False,True,True,True,0.03258056640625,0.05624642380316613,0.5405105167425566,0.4540217826692353,0.13714550803901704,0.12460179692119866,0.009962761736157733,0.015339120480778456,100,100,7.87353515625,7.85809650963189,0,1,25904,30325,36413,52405,0.6837890625,0.4216097654014877,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_17,2,BOTH_WRONG,False,False,ABSTAIN,ABSTAIN,True,True,81920,53469,-28451,True,False,False,True,False,False,True,True,0.031640625,0.04550300173932559,0.525763882954698,0.556503198294243,0.14233393966769625,0.2641689424263963,0.010438923142665257,0.15669547648445392,100,256,8.4228515625,5.984776225476445,0,0,68396,28150,68396,28150,0.165087890625,0.47352671641511906,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_18,1,RESCUED,False,True,ABSTAIN,EXTRACTED,True,False,81920,47330,-34590,True,False,False,True,False,True,False,True,0.0318359375,0.046461018381576166,0.5041810613181634,0.41306231115430936,0.13986790863477105,0.10684022568307161,0.02676271289909038,0.017457465919898607,128,64,6.201171875,6.3173462919923935,0,0,,44252,,45774,,0.06503274878512572,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_18,2,BOTH_WRONG,False,False,ABSTAIN,ABSTAIN,True,True,81920,39896,-42024,True,False,False,True,False,False,False,False,0.02972412109375,0.0486765590535392,0.5377638341247848,0.4535883488331286,0.15036685263633365,0.12289102258768081,0.019705756669311958,0.017276397281913658,64,32,8.88671875,6.592139562863445,0,0,,,,,,,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_19,1,BOTH_CORRECT,True,True,EXTRACTED,EXTRACTED,False,False,79227,19596,-59631,False,False,True,True,True,True,True,True,0.023047698385651356,0.05547050418452745,0.6230813894779359,0.4725156943806461,0.2080913910628629,0.1566695594466282,0.03175023986264702,0.025483887441907993,32,32,7.901346763098439,4.745866503368035,1,0,36242,18088,75990,18088,0.542554937079531,0.07695448050622576,NOT_COVERED_NON_CEILING,canonical classifier covers native ceiling rows only
aime26_19,2,RESCUED,False,True,ABSTAIN,EXTRACTED,True,False,81920,17324,-64596,True,False,False,True,False,True,False,True,0.0229248046875,0.05835834680212422,0.6462028638744095,0.48905952312222156,0.27177615274742717,0.178841600739158,0.09777180880288139,0.039632561095383934,100,32,27.24609375,3.8097437081505428,0,0,,12772,,12772,,0.26275686908335255,TEXTUAL_REPETITION_LOOP,late output becomes an extended exact 'Wait.' loop
aime26_20,1,BOTH_CORRECT,True,True,EXTRACTED,EXTRACTED,False,False,30048,16448,-13600,False,False,True,True,True,True,True,True,0.05241613418530351,0.06718142023346303,0.49758695290397736,0.4359987838248708,0.18318298325621651,0.13886016665652945,0.046915060100556016,0.03316497292034326,32,32,5.424653887113951,5.046206225680934,0,0,26618,14929,30041,14929,0.1141506922257721,0.09235165369649806,NOT_COVERED_NON_CEILING,canonical classifier covers native ceiling rows only
aime26_20,2,BOTH_CORRECT,True,True,EXTRACTED,EXTRACTED,False,False,24797,19601,-5196,False,False,True,True,True,True,False,True,0.054038795015526074,0.0629559716341003,0.5020166169234492,0.47188488621287883,0.18866478418717225,0.18495457793201997,0.046727463481559206,0.05565199632390483,64,64,5.202242206718554,4.387531248405693,0,0,,17991,,17991,,0.08213866639457171,NOT_COVERED_NON_CEILING,canonical classifier covers native ceiling rows only
aime26_21,1,RESCUED,False,True,ABSTAIN,EXTRACTED,True,False,81920,33918,-48002,True,False,False,True,False,True,False,True,0.03095703125,0.05678400849106669,0.5631065590780913,0.46250921421200064,0.20297144531393063,0.15407979711598008,0.07882302667724805,0.03669291803085273,32,32,31.60400390625,4.7172592723627575,0,0,,32193,,32254,,0.050857951530160976,SEMANTIC_DEGENERATION,late output becomes non-mathematical fragments
aime26_21,2,BOTH_CORRECT,True,True,EXTRACTED,EXTRACTED,False,False,79187,32363,-46824,False,False,True,True,True,True,True,True,0.031394041951330394,0.05120044495256929,0.5955748636088098,0.456025957972806,0.2517807527153322,0.12785882062059584,0.10556762491790028,0.017991838753555034,128,32,13.41129225756753,6.179896795723511,0,0,69317,31143,74075,31143,0.12464167098134794,0.03769737045391342,NOT_COVERED_NON_CEILING,canonical classifier covers native ceiling rows only
aime26_22,1,BOTH_WRONG,False,False,ABSTAIN,ABSTAIN,True,True,81920,28049,-53871,True,False,False,True,False,False,False,True,0.0351318359375,0.05091090591464936,0.5065615195868989,0.5569778221493261,0.16897195805305631,0.30654018971542685,0.03909407240095231,0.18809302989227372,64,32,9.46044921875,4.741702021462441,0,1,,2735,,17233,,0.9024920674533852,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_22,2,RESCUED,False,True,ABSTAIN,EXTRACTED,True,False,81920,30120,-51800,True,False,False,True,False,True,True,False,0.0326171875,0.052822045152722444,0.5395461259567611,0.5170833748381313,0.20161634905326387,0.2750639258791884,0.05218240644649286,0.17299451918286002,32,100,8.0322265625,5.47808764940239,1,0,4741,,22420,,0.94212646484375,,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_23,1,RESCUED,False,True,ABSTAIN,EXTRACTED,True,False,43954,29244,-14710,False,False,True,True,False,True,False,True,0.032033489557264413,0.04705238681438928,0.6306341152647266,0.5059676481652474,0.34002320977541134,0.1793959708588433,0.18871617469673863,0.047760785521228866,64,32,9.16867634344997,4.035015729722336,0,0,,28310,,29237,,0.031938175352209,NOT_COVERED_NON_CEILING,canonical classifier covers native ceiling rows only
aime26_23,2,RESCUED,False,True,ABSTAIN,EXTRACTED,True,False,81920,27034,-54886,True,False,False,True,False,True,False,True,0.023828125,0.0439446622771325,0.633983178094901,0.5077873552587769,0.2675277428491204,0.17301217301217298,0.08052011476710819,0.042525630112143276,64,128,6.640625,5.2896352740992825,0,0,,25841,,26109,,0.04412961455944366,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_24,1,RESCUED,False,True,ABSTAIN,EXTRACTED,True,False,81920,27088,-54832,True,False,False,True,False,True,True,True,0.02218017578125,0.04725339633786178,0.6884895687097916,0.5630422743215802,0.35181228864771164,0.23640190539492634,0.12861241682436975,0.07306172201085948,64,32,9.423828125,4.208505611340815,0,0,9949,25123,9949,25123,0.87855224609375,0.07254134672179563,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_24,2,RESCUED,False,True,ABSTAIN,EXTRACTED,True,False,81920,27051,-54869,True,False,False,True,False,True,True,True,0.024462890625,0.05386122509334221,0.6691040931674743,0.5440328305235138,0.30594655305018736,0.21498299068185178,0.10000610463341675,0.06114070128717264,64,32,8.056640625,4.879671731174448,2,2,18297,7364,81071,17155,0.77664794921875,0.7277734649366012,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_25,1,BOTH_CORRECT,True,True,EXTRACTED,EXTRACTED,False,False,76287,22784,-53503,False,False,True,True,True,True,True,True,0.02680666430715587,0.056487008426966294,0.5890094908499817,0.44919011456915847,0.21494493969585737,0.13364358782982833,0.05346654080134261,0.02872326408713599,64,32,6.645955405245979,4.608497191011236,0,0,65413,18317,76280,22777,0.1425406687902264,0.19605863764044945,NOT_COVERED_NON_CEILING,canonical classifier covers native ceiling rows only
aime26_25,2,RESCUED,False,True,ABSTAIN,EXTRACTED,True,False,81920,24584,-57336,True,False,False,True,False,True,False,False,0.0227294921875,0.053368044256426946,0.6221663390993323,0.4682885155201172,0.21475223712963754,0.1495707368678032,0.03947255967279162,0.02637469982498275,100,64,7.04345703125,5.572730231044582,0,0,,,,,,,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_26,1,RESCUED,False,True,ABSTAIN,EXTRACTED,True,False,81920,26706,-55214,True,False,False,True,False,True,True,True,0.0245849609375,0.0528345690107092,0.6546748538154473,0.4893832153690597,0.29155323330851024,0.19030675306191247,0.07069165496611929,0.04840582968041662,64,32,5.712890625,4.71804088968771,0,0,34614,26699,34614,26699,0.5774658203125,0.00026211338276042835,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_26,2,BOTH_WRONG,False,False,ABSTAIN,EXTRACTED,True,False,81920,36928,-44992,True,False,False,True,False,True,True,False,0.02615966796875,0.03983427209705372,0.6011938913778581,0.657711577522004,0.23944917168215052,0.4406164513420546,0.0623649349856541,0.3033348684745212,100,128,6.26220703125,12.86286828422877,0,0,63714,,63714,,0.2222412109375,,ANSWER_COMMIT_FAILURE,canonical early-gold-without-commit rule
aime26_27,1,RESCUED,False,True,ABSTAIN,EXTRACTED,True,False,81920,26972,-54948,True,False,False,True,False,True,True,True,0.03092041015625,0.050904641850808244,0.5473344971129314,0.4757684749156439,0.17308607913273844,0.15368069720007416,0.03124351382699464,0.03027043068590718,64,64,7.3974609375,5.561322853329378,0,0,60079,25567,60079,26964,0.26661376953125,0.052091057392851844,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_27,2,BOTH_CORRECT,True,True,EXTRACTED,EXTRACTED,False,False,45306,27527,-17779,False,False,True,True,True,True,True,True,0.042466781441751644,0.057216551022632324,0.5232766041983974,0.452441505595117,0.1779067970595377,0.1505087209302326,0.04106776180698157,0.03533003780168653,64,32,5.25316735090275,4.286700330584517,0,0,43857,23019,43857,24662,0.031982518871672624,0.16376648381588985,NOT_COVERED_NON_CEILING,canonical classifier covers native ceiling rows only
aime26_28,1,BOTH_WRONG,False,False,ABSTAIN,EXTRACTED,True,False,81920,64764,-17156,True,False,False,True,False,True,True,True,0.03233642578125,0.03563708232968933,0.5253610361707581,0.584549342968762,0.13832969125779793,0.3016044597495251,0.011989500030523126,0.1979798915813371,32,64,7.6416015625,7.24167747514051,0,3,13370,51794,13370,52677,0.8367919921875,0.20026557964301156,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_28,2,BOTH_WRONG,False,False,ABSTAIN,EXTRACTED,True,False,81920,41305,-40615,True,False,False,True,False,True,False,False,0.02867431640625,0.045636121534923135,0.5464189362403409,0.4715510144787177,0.1581556041165627,0.14397791660613102,0.019363897197973268,0.0607895374182611,32,32,7.6904296875,5.471492555380705,0,0,,,,,,,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_29,1,RESCUED,False,True,ABSTAIN,EXTRACTED,True,False,81920,35085,-46835,True,False,False,True,False,True,True,True,0.034814453125,0.04708564913780818,0.48173150872224324,0.44296220283906274,0.10595387789483968,0.11924853184332063,0.010988340150174025,0.019760479041916135,32,32,9.3017578125,6.127974918056149,1,0,5659,32135,81658,35077,0.93092041015625,0.0840815163175146,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_29,2,BOTH_WRONG,False,False,ABSTAIN,EXTRACTED,True,False,81920,45669,-36251,True,False,False,True,False,True,True,True,0.0315185546875,0.046333399023407565,0.529059902096024,0.48408005956291333,0.15720337431176978,0.1379265034383076,0.018924363591966253,0.015880317168265656,64,32,5.7861328125,10.773172173684557,0,0,5542,44956,74553,44977,0.9323486328125,0.015612340975278636,UNCLEAR,canonical classifier found insufficient positive evidence
aime26_30,1,BOTH_WRONG,False,False,EXTRACTED,EXTRACTED,False,False,81920,46990,-34930,True,False,False,True,True,True,True,True,0.0334716796875,0.04528623111300276,0.5490679590317028,0.4628727094728329,0.185697020009034,0.14141285145690996,0.035260362615224916,0.015987227248536406,64,32,6.5185546875,6.171525856565227,13,9,8393,22233,81894,46954,0.89754638671875,0.5268567780378804,REASONING_OSCILLATION,canonical oscillation rule
aime26_30,2,BOTH_WRONG,False,False,ABSTAIN,EXTRACTED,True,False,81920,33480,-48440,True,False,False,True,False,True,True,True,0.03387451171875,0.05412186379928315,0.5494585983373415,0.4667084864235147,0.18307228400864328,0.16413228572282135,0.03642024296440993,0.03660540863588824,64,32,6.53076171875,5.34647550776583,11,6,12547,19400,79009,33304,0.84683837890625,0.42054958183990443,REASONING_OSCILLATION,canonical oscillation rule
