condition_id,condition,question_id,generation_seed,source_status,gold_answer,v4_status,v4_extracted_answer,v4_correct,v4_abstain_reason,finish_reason,truncated,eos_seen,generated_token_count,latency_s,peak_gpu_memory_mb,runtime_error,nonfinite,source_file
C0,FP_STATE,aime26_21,1,REUSED,50,EXTRACTED,50,True,,eos,False,True,42942,3181.250022172928,18564.49853515625,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/fp_state.jsonl
C0,FP_STATE,aime26_22,1,REUSED,754,EXTRACTED,754,True,,eos,False,True,28311,2654.45645403862,18080.52001953125,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/fp_state.jsonl
C0,FP_STATE,aime26_23,1,REUSED,245,EXTRACTED,245,True,,eos,False,True,29935,2159.736977338791,18133.13720703125,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/fp_state.jsonl
C0,FP_STATE,aime26_24,1,REUSED,669,EXTRACTED,669,True,,eos,False,True,31563,2282.412597179413,18188.46142578125,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/fp_state.jsonl
C0,FP_STATE,aime26_25,1,REUSED,850,EXTRACTED,850,True,,eos,False,True,23248,1672.575189113617,17916.95263671875,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/fp_state.jsonl
C0,FP_STATE,aime26_26,1,REUSED,132,EXTRACTED,132,True,,eos,False,True,34321,2420.044275045395,18280.06103515625,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/fp_state.jsonl
C0,FP_STATE,aime26_27,1,REUSED,223,EXTRACTED,223,True,,eos,False,True,26601,1980.443791627884,18026.46044921875,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/fp_state.jsonl
C0,FP_STATE,aime26_28,1,REUSED,107,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,5822.117489814758,19862.97998046875,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/fp_state.jsonl
C0,FP_STATE,aime26_29,1,REUSED,157,EXTRACTED,157,True,,eos,False,True,29578,2195.870981693268,18125.66162109375,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/fp_state.jsonl
C0,FP_STATE,aime26_30,1,REUSED,393,EXTRACTED,1107,False,,eos,False,True,68238,4956.200778722763,19415.41552734375,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/fp_state.jsonl
C1,INT8_C128_NATIVE,aime26_11,1,REUSED,896,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,7062.8381497859955,19866.81982421875,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_12,1,REUSED,161,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,54367,4304.735292673111,18951.29638671875,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_13,1,REUSED,39,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,6990.320177316666,19863.33544921875,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_14,1,REUSED,681,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,79190,6473.274592161179,19769.82275390625,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_15,1,REUSED,83,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,6812.473285675049,19866.27783203125,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_16,1,REUSED,178,EXTRACTED,178,True,,eos,False,True,46259,3801.5065541267395,18674.03466796875,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_17,1,REUSED,243,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,6811.242577075958,19877.03857421875,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_18,1,REUSED,503,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,6712.423201799393,19867.11474609375,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_19,1,REUSED,279,EXTRACTED,279,True,,eos,False,True,79227,6770.740155220032,19777.24755859375,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_20,1,REUSED,190,EXTRACTED,190,True,,eos,False,True,30048,2388.640832424164,18138.15283203125,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_21,1,REUSED,50,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,7043.173550128937,19858.68994140625,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_22,1,REUSED,754,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,6489.757685422897,19860.50634765625,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_23,1,REUSED,245,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,43954,3653.058298587799,18598.61181640625,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_24,1,REUSED,669,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,6702.915189504623,19860.47119140625,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_25,1,REUSED,850,EXTRACTED,850,True,,eos,False,True,76287,6314.293795585632,19679.56005859375,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_26,1,REUSED,132,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,6763.464361667633,19860.49658203125,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_27,1,REUSED,223,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,7025.102582454681,19864.28662109375,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_28,1,REUSED,107,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,6698.920604467392,19861.6982421875,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_29,1,REUSED,157,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,7050.561445951462,19867.23583984375,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128.jsonl
C1,INT8_C128_NATIVE,aime26_30,1,REUSED,393,EXTRACTED,243,False,,length,True,False,81920,7609.887044906616,19876.09130859375,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_11,1,REUSED,896,EXTRACTED,2,False,,eos,False,True,33097,3503.754151582718,18244.50927734375,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_12,1,REUSED,161,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,29543,3121.4484963417053,18127.32763671875,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_13,1,REUSED,39,EXTRACTED,40,False,,eos,False,True,44250,4671.803003787994,18625.72216796875,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_14,1,REUSED,681,EXTRACTED,681,True,,eos,False,True,32818,3385.5225977897644,18230.12744140625,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_15,1,REUSED,83,EXTRACTED,2,False,,eos,False,True,37410,4098.116671562195,18389.68896484375,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_16,1,REUSED,178,EXTRACTED,178,True,,eos,False,True,13454,1384.95117521286,17584.80615234375,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_17,1,REUSED,243,EXTRACTED,243,True,,eos,False,True,52430,5699.826856613159,18905.11865234375,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_18,1,REUSED,503,EXTRACTED,503,True,,eos,False,True,47330,4986.931504249573,18716.9931640625,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_19,1,REUSED,279,EXTRACTED,279,True,,eos,False,True,19596,2132.8185307979584,17795.31201171875,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_20,1,REUSED,190,EXTRACTED,190,True,,eos,False,True,16448,1737.8182299137115,17686.59033203125,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_21,1,REUSED,50,EXTRACTED,50,True,,eos,False,True,33918,3701.1816115379333,18264.87353515625,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_22,1,REUSED,754,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,28049,2961.743557214737,18071.82080078125,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_23,1,REUSED,245,EXTRACTED,245,True,,eos,False,True,29244,3103.5023334026337,18110.19384765625,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_24,1,REUSED,669,EXTRACTED,669,True,,eos,False,True,27088,2794.7680609226227,18039.87744140625,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_25,1,REUSED,850,EXTRACTED,850,True,,eos,False,True,22784,2402.033314704895,17900.64794921875,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_26,1,REUSED,132,EXTRACTED,132,True,,eos,False,True,26706,2832.3567399978638,18027.21923828125,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_27,1,REUSED,223,EXTRACTED,223,True,,eos,False,True,26972,2938.4610679149628,18041.1376953125,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_28,1,REUSED,107,EXTRACTED,,False,,eos,False,True,64764,7012.896480560303,19295.8623046875,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_29,1,REUSED,157,EXTRACTED,157,True,,eos,False,True,35085,3850.4981207847595,18313.96435546875,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker0/int8_c128_key_h.jsonl
C2,INT8_C128_KEY_HADAMARD,aime26_30,1,REUSED,393,EXTRACTED,243,False,,eos,False,True,46990,5265.113317966461,18705.30615234375,,False,/data/zypan/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/qwen/formal/shards/worker2/int8_c128_key_h.jsonl
C3,INT8_C128_DENSE_STATE_OLD,aime26_11,1,NEW_GENERATION,896,EXTRACTED,896,True,,eos,False,True,34690,3721.246254682541,18300.52685546875,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_11_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_12,1,NEW_GENERATION,161,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,66282,7040.085529088974,19351.37255859375,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_12_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_13,1,NEW_GENERATION,39,EXTRACTED,39,True,,eos,False,True,33192,4630.067111730576,18259.20849609375,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_13_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_14,1,NEW_GENERATION,681,EXTRACTED,681,True,,eos,False,True,29184,3127.682502269745,18124.71533203125,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_14_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_15,1,NEW_GENERATION,83,EXTRACTED,16,False,,eos,False,True,39628,4118.641323566437,18463.59326171875,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_15_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_16,1,NEW_GENERATION,178,EXTRACTED,178,True,,eos,False,True,18059,1881.2938103675842,17739.20654296875,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_16_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_17,1,NEW_GENERATION,243,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,49750,5080.792477846146,18810.89111328125,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_17_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_18,1,NEW_GENERATION,503,EXTRACTED,503,True,,eos,False,True,31612,3387.704955101013,18195.66943359375,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_18_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_19,1,NEW_GENERATION,279,EXTRACTED,279,True,,eos,False,True,22547,2407.8251938819885,17892.48974609375,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_19_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_20,1,NEW_GENERATION,190,EXTRACTED,190,True,,eos,False,True,20514,2204.0825214385986,17823.09423828125,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_20_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_21,1,NEW_GENERATION,50,EXTRACTED,50,True,,eos,False,True,32268,3390.1706557273865,18211.74462890625,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_21_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_22,1,NEW_GENERATION,754,EXTRACTED,754,True,,eos,False,True,25880,2755.267692565918,18001.30322265625,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_22_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_23,1,NEW_GENERATION,245,EXTRACTED,245,True,,eos,False,True,22996,2461.8994703292847,17904.30322265625,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_23_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_24,1,NEW_GENERATION,669,EXTRACTED,669,True,,eos,False,True,45936,4935.963643074036,18667.18994140625,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_24_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_25,1,NEW_GENERATION,850,EXTRACTED,850,True,,eos,False,True,23448,2455.2952451705933,17925.81201171875,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_25_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_26,1,NEW_GENERATION,132,EXTRACTED,4,False,,eos,False,True,41746,4485.203042507172,18532.24658203125,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_26_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_27,1,NEW_GENERATION,223,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,41093,4258.6477699279785,18511.14013671875,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_27_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_28,1,NEW_GENERATION,107,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,43107,4538.6766102313995,18576.76708984375,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_28_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_29,1,NEW_GENERATION,157,EXTRACTED,3,False,,eos,False,True,63782,7046.854619026184,19266.34130859375,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_29_seed1.json
C3,INT8_C128_DENSE_STATE_OLD,aime26_30,1,NEW_GENERATION,393,EXTRACTED,241,False,,eos,False,True,41486,5207.381672859192,18533.71630859375,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_STATE_OLD/aime26_30_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_11,1,NEW_GENERATION,896,ABSTAIN,,False,NO_COMMITTED_FINAL_CLAIM,eos,False,True,52293,5903.942296504974,18885.00146484375,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_11_seed1.json
C4,INT8_C128_DENSE_FUNCTIONAL_OLD,aime26_12,1,NEW_GENERATION,161,EXTRACTED,3,False,,eos,False,True,29827,3225.8798434734344,18137.92919921875,,False,/data/zypan/worktrees/hadamard-init-dense-oracle-v1-qwen/experiments/QWEN_AIME26_LAST20_SEED1_DENSE_E2E_V1/outputs/INT8_C128_DENSE_FUNCTIONAL_OLD/aime26_12_seed1.json
