adjacent_window_lexical_cosine,candidate_answers,condition,final_marker_count,gold_candidate_present,max_historical_window_lexical_cosine,model,problem,problem_id,progression_marker_count,repeated_16gram_fraction,repeated_32gram_fraction,repeated_8gram_fraction,seed,segment_end,segment_start,segment_tokens,self_correction_count,text_chars,token_roundtrip_delta,unique_4gram_ratio,unique_bigram_ratio,unique_unigram_ratio
0.8470492517125142,[1],fp_state,0,False,0.8470492517125142,qwen,aime26_09,aime26_09,51,0.020583190394511175,0.0,0.11298606016140866,1,8192,4096,4096,19,10134,0,0.6313217688736867,0.31184371184371185,0.11376953125
0.9800792964693142,[],fp_state,0,False,0.9800792964693142,qwen,aime26_09,aime26_09,82,0.018833312950960024,0.0,0.13927916921197314,1,16384,8192,8192,42,19426,0,0.5788252533886922,0.2618727872054694,0.0831298828125
0.9853634103083913,"[5, 14400]",fp_state,0,False,0.9853634103083913,qwen,aime26_09,aime26_09,148,0.03610483230496675,0.0005503577325260967,0.17762716004152168,1,32768,16384,16384,87,36770,0,0.5164519870581772,0.20588414820240494,0.0599365234375
0.9568257137288112,"[6, 30, 5, 29]",fp_state,2,True,0.9638987007326143,qwen,aime26_09,aime26_09,14,0.008572869389813387,0.0,0.06730286288297338,1,34766,32768,1998,8,5203,-1,0.7679197994987469,0.4496745117676515,0.17917917917917917
,[],fp_state,0,False,,qwen,aime26_11,aime26_11,27,0.009801519235481448,0.0004920049200491938,0.0692100758131573,1,4096,0,4096,21,12478,0,0.7813339848521866,0.46153846153846156,0.165283203125
0.8010357812625897,[],fp_state,0,False,0.8010357812625897,qwen,aime26_11,aime26_11,25,0.009556481254594407,0.0014760147601475815,0.06456346294937643,1,8192,4096,4096,24,10305,0,0.7666748106523332,0.4014652014652015,0.141357421875
0.8276440667823663,[],fp_state,0,False,0.901108384459765,qwen,aime26_11,aime26_11,62,0.018344135991194777,0.003430952089204742,0.06817348808796575,1,16384,8192,8192,35,21069,0,0.7262180974477959,0.34098400683677205,0.1075439453125
0.9185537659952117,"[3896, 3996, 1458, 684, 882, 5588, 3896]",fp_state,2,False,0.9517230723915493,qwen,aime26_11,aime26_11,96,0.01606695583114426,0.0009172628875435684,0.0974537461073457,1,32768,16384,16384,92,37163,0,0.6327452536475184,0.2452542269425624,0.0699462890625
0.9393132691158886,[896],fp_state,2,True,0.9393132691158886,qwen,aime26_11,aime26_11,45,0.019467554076539106,0.0008341675008342042,0.10252575606513792,1,38793,32768,6025,38,15356,-1,0.6798405845234141,0.324867197875166,0.10157676348547717
,[1],fp_state,0,False,,qwen,aime26_13,aime26_13,36,0.04263660867434449,0.003444034440344357,0.15407190022010275,1,4096,0,4096,24,8914,0,0.6230149034937699,0.3054945054945055,0.114013671875
0.9375739710532859,"[1, 0]",fp_state,0,False,0.9375739710532859,qwen,aime26_13,aime26_13,42,0.03455035530507233,0.0014760147601475815,0.17779408168256294,1,8192,4096,4096,16,8294,0,0.5775714634742243,0.28644688644688643,0.104248046875
0.9324186731168899,"[462, 9538, 0]",fp_state,0,False,0.9324186731168899,qwen,aime26_13,aime26_13,76,0.022991317108964182,0.0015929420414164674,0.13036041539401344,1,16384,8192,8192,49,19116,0,0.6176578336793259,0.2821389329752167,0.0941162109375
0.9758920002260709,"[0, 0, 1, 10000, 0, 19, 503]",fp_state,2,False,0.9758920002260709,qwen,aime26_13,aime26_13,73,0.032786885245901676,0.004973398103169102,0.14636678200692044,1,25061,16384,8677,39,19024,-1,0.5738990085312428,0.25023052097740894,0.08343897660481733
,[],fp_state,0,False,,qwen,aime26_15,aime26_15,26,0.002205341827983376,0.0,0.04304230863291758,1,4096,0,4096,26,11256,0,0.7666748106523332,0.40683760683760684,0.139404296875
0.9424029295141143,[10],fp_state,0,False,0.9424029295141143,qwen,aime26_15,aime26_15,35,0.0056358735604018495,0.0,0.05282465150403526,1,8192,4096,4096,30,12088,0,0.7461519667725385,0.39658119658119656,0.139404296875
0.9166975742957104,[3],fp_state,0,False,0.9166975742957104,qwen,aime26_15,aime26_15,60,0.0072153601565366765,0.0,0.06988393402565674,1,16384,8192,8192,50,26221,0,0.6735865185004274,0.31559028201684775,0.0972900390625
0.9021841105536115,[2],fp_state,0,False,0.9021841105536115,qwen,aime26_15,aime26_15,105,0.02669680493615978,0.0033632972543263806,0.12535873481101545,1,32768,16384,16384,108,59994,-2,0.5899517733960076,0.25508148690715987,0.07037353515625
0.8871967924434002,[8],fp_state,1,False,0.8871967924434002,qwen,aime26_15,aime26_15,70,0.02352006842201726,0.0013453189017306189,0.14184527080661902,1,49152,32768,16384,110,60022,0,0.521640925462426,0.20765427577366782,0.05615234375
0.8594809240529704,"[4, 1]",fp_state,7,False,0.9161333727795211,qwen,aime26_15,aime26_15,163,0.007758568024925139,0.0,0.12651889845515052,1,65536,49152,16384,79,77947,0,0.5127892070081191,0.19080754440578648,0.04779052734375
0.9232799340164695,"[5, 1, 1, 1, 5, 3, 9]",fp_state,13,False,0.9232799340164695,qwen,aime26_15,aime26_15,129,0.019426965605718105,0.0002446034366783145,0.13457898271966784,1,81920,65536,16384,119,89473,0,0.504486905561321,0.19446987731184764,0.0501708984375
,[],fp_state,0,False,,qwen,aime26_17,aime26_17,17,0.02719921587846119,0.008610086100861003,0.10075813157251157,1,4096,0,4096,26,12112,0,0.6530662106034694,0.36214896214896214,0.13134765625
0.8198648276739091,[0],fp_state,0,False,0.8198648276739091,qwen,aime26_17,aime26_17,32,0.013232050967900033,0.005166051660516646,0.09880166299828808,1,8192,4096,4096,20,12984,0,0.6616173955533838,0.38095238095238093,0.145751953125
0.8854504701267594,[],fp_state,0,False,0.8854504701267594,qwen,aime26_17,aime26_17,53,0.004402592637886782,0.0,0.06365302382406846,1,16384,8192,8192,72,25268,0,0.6292587617535719,0.2842143816383836,0.0885009765625
0.9319013400364966,[],fp_state,0,False,0.9319013400364966,qwen,aime26_17,aime26_17,102,0.03903720447186754,0.0027517886626307053,0.16394944128961353,1,32768,16384,16384,105,52376,0,0.49905378182040167,0.21534517487639626,0.063232421875
0.9648825730872599,"[1, 1, 243, 0, 243]",fp_state,3,True,0.9648825730872599,qwen,aime26_17,aime26_17,40,0.024832994481556736,0.0004366812227074579,0.15694807078619089,1,39669,32768,6901,31,20031,-1,0.5450855320382719,0.2617391304347826,0.09100130415881756
,[10],fp_state,0,False,,qwen,aime26_19,aime26_19,39,0.015437392795883409,0.0014760147601475815,0.11029591587185128,1,4096,0,4096,25,8796,0,0.6503786953334962,0.2932844932844933,0.103759765625
0.9800950669471369,"[10, 10, 2]",fp_state,0,False,0.9800950669471369,qwen,aime26_19,aime26_19,51,0.01151678510169074,0.0,0.08828564441183662,1,8192,4096,4096,37,8891,0,0.6457366235035427,0.27814407814407816,0.103515625
0.9609494226630608,"[10, 9]",fp_state,1,False,0.9609494226630608,qwen,aime26_19,aime26_19,63,0.011251070074599467,0.0,0.09211973121563832,1,16384,8192,8192,47,18066,0,0.6374404689217242,0.26541325845440117,0.0872802734375
0.9807774954761425,"[279, 90, 10, 279]",fp_state,1,True,0.9807774954761425,qwen,aime26_19,aime26_19,47,0.012378094523630923,0.0,0.1110486891385768,1,21731,16384,5347,28,12130,-1,0.655127245508982,0.29760568649457536,0.10136525154292127
,[9],fp_state,0,False,,qwen,aime26_21,aime26_21,38,0.013477088948787075,0.0,0.0794815358278308,1,4096,0,4096,17,11122,0,0.7236745663327633,0.3785103785103785,0.133056640625
0.9000471147633897,[],fp_state,0,False,0.9000471147633897,qwen,aime26_21,aime26_21,32,0.01690762068120555,0.006150061500615034,0.07972609439960876,1,8192,4096,4096,24,9620,0,0.6860493525531395,0.3299145299145299,0.123291015625
0.9566039430058765,[],fp_state,0,False,0.9566039430058765,qwen,aime26_21,aime26_21,82,0.02274672862908156,0.0018380100477882744,0.0916310323762981,1,16384,8192,8192,44,20649,0,0.6669923067529613,0.31119521425955315,0.099853515625
0.959220828755514,[],fp_state,0,False,0.959220828755514,qwen,aime26_21,aime26_21,194,0.010813122365446848,0.0,0.10728460646027971,1,32768,16384,16384,125,40580,0,0.5861058543434466,0.23542696697796497,0.06732177734375
0.9455592125205493,"[1, 50]",fp_state,0,True,0.9455592125205493,qwen,aime26_21,aime26_21,162,0.0018702628211437755,0.0,0.05468673158257109,1,42942,32768,10174,87,28767,-1,0.6722052895487169,0.2853632163570235,0.08079418124631413
,[],fp_state,0,False,,qwen,aime26_23,aime26_23,28,0.0551335456995834,0.01205412054120536,0.17388114453411596,1,4096,0,4096,11,8723,0,0.6083557292939165,0.3052503052503053,0.111328125
0.8904977715584758,[1],fp_state,0,False,0.8904977715584758,qwen,aime26_23,aime26_23,27,0.06248468512619454,0.006150061500615034,0.2005380288579115,1,8192,4096,4096,11,7164,0,0.5428780845345712,0.24932844932844933,0.081787109375
0.9296262530204297,"[17, 7, 0]",fp_state,0,False,0.9296262530204297,qwen,aime26_23,aime26_23,46,0.05735599853246909,0.011885798309030804,0.17556505803298716,1,16384,8192,8192,42,14546,0,0.5177677372084504,0.19301672567452083,0.0606689453125
0.9508557099903984,"[24500, 10, 125, 10, 245]",fp_state,0,True,0.9508557099903984,qwen,aime26_23,aime26_23,134,0.016696217494089782,0.0016272189349112454,0.09384229178972237,1,29935,16384,13551,56,28170,-1,0.6085769117212873,0.23431734317343172,0.06951516493247731
,[],fp_state,0,False,,qwen,aime26_25,aime26_25,45,0.005145797598627766,0.0,0.07336757153338225,1,4096,0,4096,17,10397,0,0.6950891766430491,0.32161172161172163,0.108642578125
0.9096296145765602,[],fp_state,0,False,0.9096296145765602,qwen,aime26_25,aime26_25,32,0.010291595197255532,0.0,0.08901932012717051,1,8192,4096,4096,21,9579,0,0.6755436110432446,0.3167277167277167,0.11376953125
0.9730891776844461,[1],fp_state,0,False,0.9730891776844461,qwen,aime26_25,aime26_25,86,0.02115690350984467,0.003430952089204742,0.1049480757483201,1,16384,8192,8192,31,18762,0,0.6258395408474783,0.26016359418874374,0.083740234375
0.9889877051947017,"[85, 850]",fp_state,0,True,0.9889877051947017,qwen,aime26_25,aime26_25,74,0.014016644765659225,0.00175618322845017,0.0895435321569199,1,23248,16384,6864,35,15277,-1,0.6421804401690716,0.26009033950167565,0.0826048951048951
,[],fp_state,0,False,,qwen,aime26_27,aime26_27,23,0.016662582700318507,0.0,0.07581315725116167,1,4096,0,4096,16,10901,0,0.7261177620327388,0.3775335775335775,0.130615234375
0.8621771795064759,[4],fp_state,0,False,0.8621771795064759,qwen,aime26_27,aime26_27,43,0.004410683655966641,0.0,0.04475421863536322,1,8192,4096,4096,19,10649,0,0.7600781822623992,0.3833943833943834,0.1376953125
0.8468644111344658,"[0, 60]",fp_state,0,False,0.8468644111344658,qwen,aime26_27,aime26_27,70,0.02421425950837719,0.0036760200955765487,0.13084911423335366,1,16384,8192,8192,61,16367,0,0.5787031383563317,0.23049688682700525,0.06884765625
0.9618227309687494,"[223, 0, 175, 223]",fp_state,1,True,0.9618227309687494,qwen,aime26_27,aime26_27,82,0.03450303861987847,0.011584527783231935,0.13202742409402546,1,26601,16384,10217,47,21252,-1,0.5984922655179166,0.24451840250587314,0.0761475971420182
,[1],fp_state,3,False,,qwen,aime26_29,aime26_29,29,0.007841215388385225,0.0,0.10369283443384691,1,4096,0,4096,27,11463,0,0.679208404593208,0.37533577533577533,0.139892578125
0.9239842414944417,[],fp_state,0,False,0.9239842414944417,qwen,aime26_29,aime26_29,28,0.0036755697133055154,0.0,0.06431890437759846,1,8192,4096,4096,27,10939,0,0.7070608355729294,0.35946275946275946,0.126953125
0.8157917468671168,[],fp_state,0,False,0.8157917468671168,qwen,aime26_29,aime26_29,60,0.01712119359178188,0.0,0.1049480757483201,1,16384,8192,8192,40,19473,0,0.617169373549884,0.2688316444878525,0.082275390625
0.9581747843567029,"[157, 157]",fp_state,2,True,0.9581747843567029,qwen,aime26_29,aime26_29,47,0.022156461036497488,0.00030388209374765385,0.12701903389701974,1,29578,16384,13194,64,30925,-1,0.5410507163975438,0.20563935420298643,0.06055782931635592
,"[1, 2]",fp_state,0,False,,qwen,aime26_01,aime26_01,33,0.028914481744670373,0.0014760147601475815,0.16434336023477625,2,4096,0,4096,20,9547,0,0.6056682140239433,0.3167277167277167,0.122314453125
0.9085020798284409,"[1, 2]",fp_state,0,False,0.9085020798284409,qwen,aime26_01,aime26_01,26,0.015192354814996367,0.0004920049200491938,0.11371973587674244,2,8192,4096,4096,27,8976,0,0.6408502321035915,0.3181929181929182,0.1201171875
0.9112141677882638,"[1, 252, 277]",fp_state,0,True,0.9112141677882638,qwen,aime26_01,aime26_01,33,0.027816901408450723,0.0033545197740112442,0.13396624472573837,2,13887,8192,5695,21,11810,-1,0.5887210119465917,0.26870389884088514,0.0955223880597015
,[42],fp_state,0,False,,qwen,aime26_03,aime26_03,32,0.013232050967900033,0.003936039360393551,0.07312301296160428,2,4096,0,4096,18,12961,0,0.722697288052773,0.3865689865689866,0.14599609375
0.9600559937235915,"[16800, 40000]",fp_state,0,False,0.9600559937235915,qwen,aime26_03,aime26_03,21,0.013232050967900033,0.0,0.06651993152359992,2,8192,4096,4096,14,12459,0,0.7339359882726606,0.41318681318681316,0.151123046875
0.9731932192080085,"[2, 79]",fp_state,1,True,0.9731932192080085,qwen,aime26_03,aime26_03,58,0.003079394831972171,0.0,0.05536980072221476,2,15676,8192,7484,33,22365,-1,0.7112685469856971,0.36202057998129095,0.1209246392303581
,[],fp_state,0,False,,qwen,aime26_05,aime26_05,25,0.02719921587846119,0.0019680196801967753,0.1210564930300807,2,4096,0,4096,15,10168,0,0.6303444905936966,0.3111111111111111,0.11376953125
0.9073331974715285,[],fp_state,0,False,0.9073331974715285,qwen,aime26_05,aime26_05,31,0.00857632933104635,0.0,0.11518708730741012,2,8192,4096,4096,20,9170,0,0.6154409968238456,0.2774114774114774,0.0966796875
0.9421411484545105,[],fp_state,2,False,0.9609277507172445,qwen,aime26_05,aime26_05,65,0.009416656475479956,0.0009802720254871167,0.0959071472205254,2,16384,8192,8192,41,20023,0,0.6368298937599218,0.3025271639604444,0.1051025390625
0.9125331262384232,"[65, 1, 29]",fp_state,1,True,0.9193230263077175,qwen,aime26_05,aime26_05,52,0.044482597159356985,0.0025035205758097145,0.1761496492595479,2,22806,16384,6422,27,14826,-1,0.5740769590278859,0.27083008877121945,0.09280597944565556
,[],fp_state,0,False,,qwen,aime26_07,aime26_07,28,0.02107326635628526,0.0,0.15407190022010275,2,4096,0,4096,14,9250,0,0.6071341314439287,0.3018315018315018,0.1083984375
0.9273067130886096,"[120, 40, 120, 40, 15, 45, 15, 1, 45, 1, 6, 120, 40, 120, 40, 15, 45, 15, 1]",fp_state,0,False,0.9273067130886096,qwen,aime26_07,aime26_07,11,0.030874785591766707,0.003444034440344357,0.15847395451210566,2,8192,4096,4096,17,7678,0,0.535304177864647,0.22148962148962148,0.08154296875
0.9566539220888739,"[120, 40, 120, 40, 15, 45, 15, 1, 396]",fp_state,2,True,0.9566539220888739,qwen,aime26_07,aime26_07,37,0.03729974318209617,0.01004778826124253,0.1363469761759316,2,16384,8192,8192,41,18689,0,0.594211747466113,0.280429739958491,0.093505859375
0.938148266750906,"[396, 1]",fp_state,1,True,0.938148266750906,qwen,aime26_07,aime26_07,14,0.024299065420560706,0.003130870381966133,0.12927284027346175,2,19609,16384,3225,5,8174,-1,0.6505276225946617,0.3511166253101737,0.12465116279069767
,[],fp_state,0,False,,qwen,aime26_09,aime26_09,34,0.0034305317324184736,0.0,0.06040596722915137,2,4096,0,4096,27,11480,0,0.7195211336428048,0.3733821733821734,0.13525390625
0.8399336852777903,[2],fp_state,0,False,0.8399336852777903,qwen,aime26_09,aime26_09,30,0.02866944376378333,0.0,0.16238689166055276,2,8192,4096,4096,22,9278,0,0.5910090398240899,0.2879120879120879,0.10400390625
0.953534786457861,[],fp_state,0,False,0.953534786457861,qwen,aime26_09,aime26_09,48,0.02824996942643998,0.0017154760446024264,0.17483200977397684,2,16384,8192,8192,32,18505,0,0.5224081084381488,0.22805518251739715,0.07763671875
0.9385089182099733,[],fp_state,0,False,0.9534828020557603,qwen,aime26_09,aime26_09,92,0.058036532469912694,0.0033632972543263806,0.2546864505098614,2,32768,16384,16384,57,38521,0,0.42512667114339786,0.16358420313739852,0.045654296875
0.9756301907761435,"[5760, 9]",fp_state,0,False,0.9756301907761435,qwen,aime26_09,aime26_09,47,0.03147672731331619,0.0016772895001677668,0.20218579234972678,2,41742,32768,8974,44,21861,-1,0.49158399286590126,0.20149336899587653,0.06050813461109873
,[],fp_state,0,False,,qwen,aime26_11,aime26_11,18,0.019603038470963008,0.0017220172201721784,0.1012472487160675,2,4096,0,4096,17,10484,0,0.7273393598827266,0.400976800976801,0.143798828125
0.9131109553456196,[],fp_state,0,False,0.9131109553456196,qwen,aime26_11,aime26_11,24,0.006370987503062975,0.0,0.053313768647591075,2,8192,4096,4096,27,10705,0,0.782799902272172,0.41147741147741146,0.1435546875
0.9271977744802988,[33],fp_state,0,False,0.9271977744802988,qwen,aime26_11,aime26_11,69,0.01491989727283849,0.0,0.08405620036652417,2,16384,8192,8192,52,18633,0,0.6958114543900354,0.2988646074960322,0.0914306640625
0.8907049397401804,[],fp_state,0,False,0.9474178774390002,qwen,aime26_11,aime26_11,137,0.016494593438817318,0.0013453189017306189,0.10197227819502963,2,32768,16384,16384,110,42264,0,0.6104633416763323,0.2500762986022096,0.06829833984375
0.9070443242099999,[3896],fp_state,2,False,0.9094157029626555,qwen,aime26_11,aime26_11,132,0.025902620807624177,0.000489206873356518,0.12541979605544362,2,49152,32768,16384,103,37660,0,0.575727977534949,0.21967893548190198,0.0595703125
0.9096299652180477,[3896],fp_state,1,False,0.949994000742604,qwen,aime26_11,aime26_11,10,0.006343077771649219,0.0,0.05668684645019262,2,52793,49152,3641,16,8555,-1,0.7512369433754811,0.3626373626373626,0.11370502609173304
,[1],fp_state,0,False,,qwen,aime26_13,aime26_13,30,0.03283508943886304,0.0,0.1799951088285644,2,4096,0,4096,29,8905,0,0.6000488639139995,0.30158730158730157,0.11376953125
0.932287792399563,"[0, 59]",fp_state,0,False,0.932287792399563,qwen,aime26_13,aime26_13,37,0.03847096299926489,0.0004920049200491938,0.181951577402788,2,8192,4096,4096,25,8136,0,0.5682873198143171,0.26544566544566545,0.096923828125
0.9050041955935065,[],fp_state,0,False,0.9050041955935065,qwen,aime26_13,aime26_13,59,0.05307570013452367,0.0035534860923905898,0.21124007330482586,2,16384,8192,8192,50,16510,0,0.5003052875809012,0.21584666096935662,0.0762939453125
0.9752995641165041,"[503, 19]",fp_state,0,False,0.9752995641165041,qwen,aime26_13,aime26_13,160,0.04019793512126579,0.0007338103100348325,0.22397264456249621,2,32768,16384,16384,91,33007,0,0.4419754593736646,0.1712140633583593,0.05224609375
0.9797730385578401,"[39, 39, 502, 0, 462, 0]",fp_state,2,True,0.9797730385578401,qwen,aime26_13,aime26_13,80,0.021132191886472307,0.00015463120457703816,0.17578185179479278,2,39266,32768,6498,37,13304,-1,0.515473441108545,0.2228720948129906,0.07417666974453678
,[],fp_state,0,False,,qwen,aime26_15,aime26_15,26,0.001960303847096334,0.0,0.054536561506480785,2,4096,0,4096,31,12145,0,0.7801123870021989,0.4293040293040293,0.15380859375
0.890575246305166,[],fp_state,2,False,0.890575246305166,qwen,aime26_15,aime26_15,33,0.0,0.0,0.04426510149180729,2,8192,4096,4096,22,10816,0,0.729293916442707,0.37997557997557996,0.137451171875
0.9443684423726598,[1],fp_state,0,False,0.9443684423726598,qwen,aime26_15,aime26_15,85,0.004035709918062902,0.0002450680063718069,0.05962125839951127,2,16384,8192,8192,57,23035,0,0.6982537550372451,0.32767671834940787,0.1048583984375
0.9538148006861517,"[1, 6]",fp_state,1,False,0.9538148006861517,qwen,aime26_15,aime26_15,156,0.008369478893029525,0.00012230171833915726,0.10563595286071925,2,32768,16384,16384,114,58385,0,0.5736524021732495,0.22883476774705488,0.06414794921875
0.9496748458124027,"[3, 4]",fp_state,0,False,0.9496748458124027,qwen,aime26_15,aime26_15,153,0.01356222127191642,0.0038525041276830096,0.09342370397508704,2,49152,32768,16384,122,82090,0,0.5994139551919907,0.24323994384422878,0.0648193359375
0.9351821228524426,[31],fp_state,1,False,0.9351821228524426,qwen,aime26_15,aime26_15,162,0.024986254505467653,0.00214028007093503,0.1517371924039812,2,65536,49152,16384,119,84305,0,0.48330382760515234,0.17646340719038028,0.0474853515625
0.8717916976673893,"[5, 31, 31]",fp_state,0,False,0.8717916976673893,qwen,aime26_15,aime26_15,6,0.012165450121654486,0.0,0.11445783132530118,2,66373,65536,837,3,2382,-1,0.6738609112709832,0.3827751196172249,0.16367980884109917
,[],fp_state,0,False,,qwen,aime26_17,aime26_17,27,0.026464101935800066,0.010332103321033181,0.1210564930300807,2,4096,0,4096,24,11970,0,0.6506230149034937,0.3877899877899878,0.142333984375
0.9264730155773323,[],fp_state,0,False,0.9264730155773323,qwen,aime26_17,aime26_17,25,0.012496937025238908,0.0,0.09122034727317196,2,8192,4096,4096,21,11244,0,0.6498900561935012,0.3540903540903541,0.130859375
0.8122431285064187,"[1, 1, 1]",fp_state,0,False,0.8122431285064187,qwen,aime26_17,aime26_17,54,0.03791121438180267,0.006126700159294174,0.169578497251069,2,16384,8192,8192,38,22544,0,0.5409695933569423,0.25857648638749847,0.089599609375
0.9331432424189017,"[1, 1]",fp_state,0,False,0.9331432424189017,qwen,aime26_17,aime26_17,98,0.012462581709328568,0.0002446034366783145,0.12450387738902113,2,32768,16384,16384,106,46860,0,0.5396495940418777,0.2343893059879143,0.06591796875
0.9025925643869497,"[3, 243]",fp_state,0,True,0.9025925643869497,qwen,aime26_17,aime26_17,73,0.019114990969295587,0.0013562386980108254,0.11063477737665461,2,46071,32768,13303,80,39749,-1,0.5820300751879699,0.24485039843632536,0.06923250394647824
,[10],fp_state,0,False,,qwen,aime26_19,aime26_19,43,0.016417544719431465,0.0,0.11005135730007332,2,4096,0,4096,14,9072,0,0.6428047886635719,0.2844932844932845,0.09912109375
0.9777961316958794,[2],fp_state,0,False,0.9777961316958794,qwen,aime26_19,aime26_19,32,0.01004655721636849,0.0,0.08975299584250429,2,8192,4096,4096,25,8941,0,0.6784754458832153,0.3125763125763126,0.111328125
0.9518145332520133,"[90, 10, 279]",fp_state,1,True,0.9518145332520133,qwen,aime26_19,aime26_19,80,0.011495658554482091,0.0,0.11093463653023827,2,16384,8192,8192,38,18406,0,0.6065453657345219,0.25589061164692956,0.087890625
0.9711539908706125,"[0, 1, 10, 10, 10, 279]",fp_state,1,True,0.9711539908706125,qwen,aime26_19,aime26_19,15,0.02710333145115751,0.0,0.11691961776278803,2,18170,16384,1786,3,4233,-1,0.6920919798093101,0.37366946778711485,0.15005599104143338
,[],fp_state,0,False,,qwen,aime26_21,aime26_21,33,0.005880911541288891,0.0,0.07972609439960876,2,4096,0,4096,25,11026,0,0.7170779379428293,0.37435897435897436,0.13525390625
0.9498795944792925,[],fp_state,0,False,0.9498795944792925,qwen,aime26_21,aime26_21,43,0.004410683655966641,0.0,0.04353142577647351,2,8192,4096,4096,29,11100,0,0.7620327388223797,0.39267399267399267,0.141845703125
0.9721141733051213,[],fp_state,0,False,0.9721141733051213,qwen,aime26_21,aime26_21,96,0.0061147119970649255,0.0002450680063718069,0.06511912034208922,2,16384,8192,8192,66,22315,0,0.6978874099401636,0.32926382615065314,0.1029052734375
0.9840193771353966,"[9, 50, 9, 50]",fp_state,1,True,0.9840193771353966,qwen,aime26_21,aime26_21,116,0.010116803090223447,0.0009210647508519632,0.07949636981895047,2,27272,16384,10888,77,29241,-1,0.6743224621038126,0.306236796178929,0.09542615723732549
,[2],fp_state,0,False,,qwen,aime26_23,aime26_23,41,0.014457240872335242,0.0,0.11078503301540721,2,4096,0,4096,12,9025,0,0.6525775714634742,0.31868131868131866,0.109619140625
0.8229778599118067,[2],fp_state,0,False,0.8229778599118067,qwen,aime26_23,aime26_23,21,0.08331291350159276,0.018696186961869588,0.21056493030080703,2,8192,4096,4096,13,7474,0,0.5516735890544833,0.24468864468864468,0.08642578125
