model,condition,problem_id,seed,gold_answer,v4_status,v4_extracted_answer,v4_correct,v4_abstain_reason,finish_reason,truncated,eos_seen,generated_token_count,runtime_error,nonfinite,source_file
Ling-3.0-tiny,LING_FP_STATE,aime26_16,1,178,EXTRACTED,178,True,,stop,False,True,13831,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_16,2,178,EXTRACTED,178,True,,stop,False,True,3418,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_17,1,243,EXTRACTED,243,True,,stop,False,True,63561,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_17,2,243,EXTRACTED,243,True,,stop,False,True,51381,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_18,1,503,EXTRACTED,503,True,,stop,False,True,53680,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_18,2,503,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_19,1,279,EXTRACTED,279,True,,stop,False,True,17466,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_19,2,279,EXTRACTED,279,True,,stop,False,True,9493,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_20,1,190,EXTRACTED,190,True,,stop,False,True,10068,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_20,2,190,EXTRACTED,190,True,,stop,False,True,17209,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_21,1,50,EXTRACTED,50,True,,stop,False,True,32640,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_21,2,50,EXTRACTED,50,True,,stop,False,True,14130,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_22,1,754,EXTRACTED,754,True,,stop,False,True,49907,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_22,2,754,EXTRACTED,754,True,,stop,False,True,40782,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_23,1,245,EXTRACTED,245,True,,stop,False,True,31146,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_23,2,245,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_24,1,669,EXTRACTED,669,True,,stop,False,True,29382,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_24,2,669,EXTRACTED,669,True,,stop,False,True,39239,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_25,1,850,EXTRACTED,850,True,,stop,False,True,44634,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_25,2,850,EXTRACTED,850,True,,stop,False,True,19009,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_26,1,132,EXTRACTED,132,True,,stop,False,True,72005,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_26,2,132,EXTRACTED,132,True,,stop,False,True,46572,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_27,1,223,EXTRACTED,223,True,,stop,False,True,44249,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_27,2,223,EXTRACTED,223,True,,stop,False,True,57577,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_28,1,107,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_28,2,107,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_29,1,157,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_29,2,157,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_30,1,393,EXTRACTED,705,False,,stop,False,True,53416,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/fp_state.jsonl
Ling-3.0-tiny,LING_FP_STATE,aime26_30,2,393,EXTRACTED,243,False,,stop,False,True,68337,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/fp_state.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_01,1,277,EXTRACTED,277,True,,stop,False,True,1417,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_01,2,277,EXTRACTED,277,True,,stop,False,True,4304,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_02,1,62,EXTRACTED,62,True,,stop,False,True,13673,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_02,2,62,EXTRACTED,62,True,,stop,False,True,37421,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_03,1,79,EXTRACTED,79,True,,stop,False,True,61190,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_03,2,79,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_04,1,70,EXTRACTED,70,True,,stop,False,True,10717,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_04,2,70,EXTRACTED,71,False,,stop,False,True,7808,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_05,1,65,EXTRACTED,65,True,,stop,False,True,2984,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_05,2,65,EXTRACTED,65,True,,stop,False,True,4591,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_06,1,441,EXTRACTED,441,True,,stop,False,True,9462,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_06,2,441,EXTRACTED,441,True,,stop,False,True,6801,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_07,1,396,EXTRACTED,396,True,,stop,False,True,23230,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_07,2,396,EXTRACTED,396,True,,stop,False,True,6866,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_08,1,244,EXTRACTED,244,True,,stop,False,True,8080,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_08,2,244,EXTRACTED,244,True,,stop,False,True,7068,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_09,1,29,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_09,2,29,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_10,1,156,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_10,2,156,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_11,1,896,EXTRACTED,1120,False,,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_11,2,896,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_12,1,161,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_12,2,161,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_13,1,39,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_13,2,39,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_14,1,681,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_14,2,681,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_15,1,83,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_15,2,83,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_16,1,178,EXTRACTED,178,True,,stop,False,True,7999,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_16,2,178,EXTRACTED,178,True,,stop,False,True,3333,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_17,1,243,EXTRACTED,32,False,,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_17,2,243,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_18,1,503,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_18,2,503,ABSTAIN,,False,ABSTAIN_TRUNCATED_WITHOUT_EXPLICIT_FINAL,length,True,False,81920,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_19,1,279,EXTRACTED,271,False,,stop,False,True,45422,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_19,2,279,EXTRACTED,271,False,,stop,False,True,34826,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker1/int8_r128.jsonl
Ling-3.0-tiny,LING_INT8_R128,aime26_20,1,190,EXTRACTED,190,True,,stop,False,True,8347,,False,/data01/user2/worktrees/aime26-sglang-rotation-v1/artifacts/aime26_v2/official_sampling_81920/ling/formal/shards/worker0/int8_r128.jsonl
