problem_id,seed,condition_label,method,gold,v4_extracted_answer,v4_correct,v4_abstain,v4_status,finish_type,eos_generated,length_limit,token_length,generated_text_chars,rep4_rate,rep8_rate,rep16_rate,first_divergence_token,failure_mode,source_path
aime26_30,1,FP_STATE,LING_FP_STATE,393,243,False,False,EXTRACTED,stop,True,False,55918,133589,0.5865331306447286,0.264760065103468,0.09122945101336243,,Wrong branch,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/fp_state/aime26_30_seed1.json
aime26_01,1,INT8_R128,LING_INT8_R128,277,277,True,False,EXTRACTED,stop,True,False,3510,7483,0.4941545480467636,0.21495860690836427,0.06838340486409156,2,,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_01_seed1.json
aime26_02,1,INT8_R128,LING_INT8_R128,62,62,True,False,EXTRACTED,stop,True,False,43748,93022,0.5903531832209395,0.210191810886811,0.04680675919785974,33,,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_02_seed1.json
aime26_03,1,INT8_R128,LING_INT8_R128,79,79,True,False,EXTRACTED,stop,True,False,95091,319495,0.5645296988053172,0.1872449623490808,0.04649964239135008,61,,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_03_seed1.json
aime26_04,1,INT8_R128,LING_INT8_R128,70,71,False,False,EXTRACTED,stop,True,False,47099,98897,0.6032359436045523,0.2930646394292024,0.15017840455356385,8,Text repetition,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_04_seed1.json
aime26_05,1,INT8_R128,LING_INT8_R128,65,65,True,False,EXTRACTED,stop,True,False,9016,24376,0.4746477310551426,0.23443223443223443,0.09387845794911677,33,,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_05_seed1.json
aime26_06,1,INT8_R128,LING_INT8_R128,441,441,True,False,EXTRACTED,stop,True,False,17848,36439,0.6422527318576632,0.39667059021355305,0.1543767173218191,99,,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_06_seed1.json
aime26_07,1,INT8_R128,LING_INT8_R128,396,1,False,False,EXTRACTED,stop,True,False,1641,5659,0.27045177045177043,0.07588739290085679,0.007995079950799507,55,Wrong branch,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_07_seed1.json
aime26_08,1,INT8_R128,LING_INT8_R128,244,244,True,False,EXTRACTED,stop,True,False,30935,69183,0.6223975171343592,0.2706932229694775,0.06329236739974127,26,,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_08_seed1.json
aime26_09,1,INT8_R128,LING_INT8_R128,29,,False,True,ABSTAIN,length,False,True,261440,939579,0.537177216690828,0.15937926734574442,0.08850722004398967,52,Reasoning oscillation,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_09_seed1.json
aime26_10,1,INT8_R128,LING_INT8_R128,156,,False,True,ABSTAIN,length,False,True,261509,796566,0.5853900101718508,0.190205046232916,0.03001216089088086,111,Termination failure,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_10_seed1.json
aime26_11,1,INT8_R128,LING_INT8_R128,896,200,False,False,EXTRACTED,stop,True,False,79197,255278,0.4435563300250019,0.0791135244349034,0.007627996261776666,45,Wrong branch,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_11_seed1.json
aime26_12,1,INT8_R128,LING_INT8_R128,161,,False,True,ABSTAIN,length,False,True,261443,846679,0.5519775091799266,0.183486589452103,0.0542214299921967,49,Reasoning oscillation,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_12_seed1.json
aime26_13,1,INT8_R128,LING_INT8_R128,39,14,False,False,EXTRACTED,length,False,True,261445,712366,0.5736300976889712,0.17423633901728133,0.03115174234020579,187,Termination failure,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_13_seed1.json
aime26_14,1,INT8_R128,LING_INT8_R128,681,,False,True,ABSTAIN,length,False,True,261523,647617,0.7799632915264607,0.4959887731534591,0.32385242516481333,3,Reasoning oscillation,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_14_seed1.json
aime26_15,1,INT8_R128,LING_INT8_R128,83,0,False,False,EXTRACTED,length,False,True,261355,996294,0.6821604579264746,0.4369499670936835,0.3698094436366419,49,Reasoning oscillation,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_15_seed1.json
aime26_16,1,INT8_R128,LING_INT8_R128,178,178,True,False,EXTRACTED,stop,True,False,12925,38223,0.3928958365578084,0.11696857098622078,0.023625096824167312,57,,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_16_seed1.json
aime26_17,1,INT8_R128,LING_INT8_R128,243,1024,False,False,EXTRACTED,length,False,True,261273,877455,0.5217476174072798,0.12912510621359075,0.01655834462485359,38,Termination failure,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_17_seed1.json
aime26_18,1,INT8_R128,LING_INT8_R128,503,,False,True,ABSTAIN,length,False,True,261479,738412,0.6025447842249384,0.12051385999265696,0.010605666554477863,93,Termination failure,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_18_seed1.json
aime26_19,1,INT8_R128,LING_INT8_R128,279,271,False,False,EXTRACTED,stop,True,False,50430,142654,0.42917484680825746,0.08377129484560618,0.010393732024199147,35,Early reasoning branch error,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_19_seed1.json
aime26_20,1,INT8_R128,LING_INT8_R128,190,190,True,False,EXTRACTED,stop,True,False,2503,4761,0.3468,0.11939102564102565,0.033360128617363344,17,,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_20_seed1.json
aime26_21,1,INT8_R128,LING_INT8_R128,50,,False,True,ABSTAIN,length,False,True,261553,886757,0.6102810170139553,0.1756937594151698,0.04983214676261193,166,Termination failure,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_21_seed1.json
aime26_22,1,INT8_R128,LING_INT8_R128,754,,False,False,EXTRACTED,length,False,True,261505,783130,0.7511567789156488,0.2328736739860343,0.008474511453592872,39,Termination failure,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_22_seed1.json
aime26_23,1,INT8_R128,LING_INT8_R128,245,,False,True,ABSTAIN,length,False,True,261540,1034312,0.6616157560880487,0.39157582408338526,0.29758149316508936,4,Reasoning oscillation,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_23_seed1.json
aime26_24,1,INT8_R128,LING_INT8_R128,669,3,False,False,EXTRACTED,length,False,True,261524,777256,0.6368398713678824,0.22789340654718432,0.0474515217449495,39,Termination failure,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_24_seed1.json
aime26_25,1,INT8_R128,LING_INT8_R128,850,,False,True,ABSTAIN,length,False,True,261472,689993,0.76145546890836,0.4907234237852103,0.37316269979384753,2,Reasoning oscillation,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_25_seed1.json
aime26_26,1,INT8_R128,LING_INT8_R128,132,,False,True,ABSTAIN,length,False,True,261515,701003,0.7628177674447062,0.5209094941646145,0.4046730401529637,7,Reasoning oscillation,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_26_seed1.json
aime26_27,1,INT8_R128,LING_INT8_R128,223,223,True,False,EXTRACTED,stop,True,False,35977,75143,0.5189859342858731,0.2019738671114818,0.052638896613091596,17,,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_27_seed1.json
aime26_28,1,INT8_R128,LING_INT8_R128,107,4040,False,False,EXTRACTED,length,False,True,261485,874432,0.5284570257226119,0.12731472628672394,0.02138295024285769,46,Termination failure,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_28_seed1.json
aime26_29,1,INT8_R128,LING_INT8_R128,157,47,False,False,EXTRACTED,stop,True,False,181942,538015,0.4507939474219381,0.07016791711325474,0.004314917521863165,52,Wrong branch,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_29_seed1.json
aime26_30,1,INT8_R128,LING_INT8_R128,393,,False,True,ABSTAIN,length,False,True,261446,836543,0.5554786320536408,0.16841022188732363,0.041173388006778076,167,Termination failure,artifacts/ling_256k_length_sensitivity_tp1x2_v1/records/formal256k/int8_r128/aime26_30_seed1.json
aime26_01,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,277,277,True,False,EXTRACTED,stop,True,False,3533,7238,0.4767705382436261,0.1951219512195122,0.038374076179647526,2,,artifacts/ling_256k_length_sensitivity_gpu4_helper_migrated_v1/migration_source/4090_completed_records/formal256k/int8_r128_value_h/aime26_01_seed1.json
aime26_02,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,62,62,True,False,EXTRACTED,stop,True,False,13860,26411,0.5385725626037382,0.20103948603190644,0.036764174792343805,88,,artifacts/ling_256k_length_sensitivity_gpu4_helper_migrated_v1/migration_source/4090_completed_records/formal256k/int8_r128_value_h/aime26_02_seed1.json
aime26_03,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,79,79,True,False,EXTRACTED,stop,True,False,29993,101910,0.4750583527842614,0.15470552924698192,0.044199079324838214,80,,artifacts/ling_256k_length_sensitivity_gpu4_helper_migrated_v1/migration_source/4090_completed_records/formal256k/int8_r128_value_h/aime26_03_seed1.json
aime26_04,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,70,70,True,False,EXTRACTED,stop,True,False,13959,30460,0.5049441100601891,0.21129587155963303,0.0836201950659782,8,,artifacts/ling_256k_length_sensitivity_gpu4_helper_migrated_v1/migration_source/4090_completed_records/formal256k/int8_r128_value_h/aime26_04_seed1.json
aime26_05,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,65,65,True,False,EXTRACTED,stop,True,False,7824,19701,0.4298683032860248,0.1735960086989894,0.042258932001536686,51,,artifacts/ling_256k_length_sensitivity_gpu4_helper_migrated_v1/migration_source/4090_completed_records/formal256k/int8_r128_value_h/aime26_05_seed1.json
aime26_06,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,441,441,True,False,EXTRACTED,stop,True,False,12151,25610,0.6060256832400395,0.36882411067193677,0.15655899802241266,32,,artifacts/ling_256k_length_sensitivity_gpu4_helper_migrated_v1/migration_source/4090_completed_records/formal256k/int8_r128_value_h/aime26_06_seed1.json
aime26_07,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,396,1,False,False,EXTRACTED,stop,True,False,2730,9295,0.2731939860652732,0.06904149834741094,0.008839779005524863,47,Wrong branch,artifacts/ling_256k_length_sensitivity_gpu4_helper_migrated_v1/migration_source/4090_completed_records/formal256k/int8_r128_value_h/aime26_07_seed1.json
aime26_08,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,244,244,True,False,EXTRACTED,stop,True,False,19206,40374,0.6428683018278394,0.3339757279024949,0.10530978062633527,26,,artifacts/ling_256k_length_sensitivity_gpu4_helper_migrated_v1/migration_source/4090_completed_records/formal256k/int8_r128_value_h/aime26_08_seed1.json
aime26_09,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,29,,False,True,ABSTAIN,length,False,True,261440,849930,0.447293229343972,0.07712492302042971,0.0066367026871951805,5,Termination failure,artifacts/ling_256k_length_sensitivity_gpu4_helper_migrated_v1/migration_source/4090_completed_records/formal256k/int8_r128_value_h/aime26_09_seed1.json
aime26_10,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,156,156,True,False,EXTRACTED,stop,True,False,209345,578943,0.5307296194743529,0.21969255462457843,0.0675249605885444,8,,artifacts/ling_256k_length_sensitivity_gpu4_helper_migrated_v1/migration_source/4090_completed_records/formal256k/int8_r128_value_h/aime26_10_seed1.json
aime26_11,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,896,,False,False,EXTRACTED,length,False,True,261456,850492,0.43644173140105486,0.08353445605070205,0.015961536254833788,32,Termination failure,artifacts/ling_256k_length_sensitivity_gpu4_helper_migrated_v1/migration_source/4090_completed_records/formal256k/int8_r128_value_h/aime26_11_seed1.json
aime26_12,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,161,,False,True,ABSTAIN,length,False,True,261443,981036,0.4566363219094247,0.08285392983368779,0.011513686368713374,49,Termination failure,artifacts/ling_256k_length_sensitivity_gpu4_helper_migrated_v1/migration_source/4090_completed_records/formal256k/int8_r128_value_h/aime26_12_seed1.json
aime26_13,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,39,,False,True,ABSTAIN,length,False,True,261445,783882,0.5292531421883248,0.14756079835372057,0.01849060934093256,31,Termination failure,artifacts/ling_256k_length_sensitivity_hadamard_coordinated_v1/records/formal256k/int8_r128_value_h/aime26_13_seed1.json
aime26_14,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,681,21,False,False,EXTRACTED,stop,True,False,147431,400554,0.58132783460401,0.23052555893205992,0.06978211320345146,11,Wrong branch,artifacts/ling_256k_length_sensitivity_hadamard_coordinated_v1/records/formal256k/int8_r128_value_h/aime26_14_seed1.json
aime26_15,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,83,16,False,False,EXTRACTED,stop,True,False,211963,695899,0.5390073598792225,0.15039442148370416,0.03292788797252156,19,Wrong branch,artifacts/ling_256k_length_sensitivity_hadamard_coordinated_v1/records/formal256k/int8_r128_value_h/aime26_15_seed1.json
aime26_16,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,178,178,True,False,EXTRACTED,stop,True,False,5290,14938,0.33081142424815585,0.08858603066439523,0.014218009478672985,57,,artifacts/ling_256k_length_sensitivity_hadamard_coordinated_v1/records/formal256k/int8_r128_value_h/aime26_16_seed1.json
aime26_17,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,243,,False,True,ABSTAIN,length,False,True,261273,880192,0.38323573314961534,0.04018127119487419,0.0037855300124780868,46,Termination failure,artifacts/ling_256k_length_sensitivity_hadamard_coordinated_v1/records/formal256k/int8_r128_value_h/aime26_17_seed1.json
aime26_18,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,503,,False,True,ABSTAIN,length,False,True,261479,870503,0.4906033440927657,0.10805745930730633,0.014166386194657774,1,Termination failure,artifacts/ling_256k_length_sensitivity_hadamard_coordinated_v1/records/formal256k/int8_r128_value_h/aime26_18_seed1.json
aime26_19,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,279,279,True,False,EXTRACTED,stop,True,False,25505,69569,0.43894596502235117,0.10353753235547886,0.011063162024323264,32,,artifacts/ling_256k_length_sensitivity_hadamard_coordinated_v1/records/formal256k/int8_r128_value_h/aime26_19_seed1.json
aime26_20,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,190,190,True,False,EXTRACTED,stop,True,False,2805,4994,0.38615274803711636,0.16190135811293782,0.060215053763440864,17,,artifacts/ling_256k_length_sensitivity_hadamard_coordinated_v1/records/formal256k/int8_r128_value_h/aime26_20_seed1.json
aime26_21,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,50,50,True,False,EXTRACTED,stop,True,False,42808,129094,0.4612078028267726,0.12896894932361394,0.021171686958147362,3,,artifacts/ling_256k_length_sensitivity_hadamard_coordinated_v1/records/formal256k/int8_r128_value_h/aime26_21_seed1.json
aime26_22,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,754,754,True,False,EXTRACTED,stop,True,False,123934,252064,0.6684526066924337,0.3387155341451015,0.11788345612860013,39,,artifacts/ling_256k_length_sensitivity_hadamard_coordinated_v1/records/formal256k/int8_r128_value_h/aime26_22_seed1.json
aime26_23,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,245,,False,True,ABSTAIN,length,False,True,261540,637781,0.5412618482279754,0.19387228380357355,0.05241946276646592,59,Reasoning oscillation,artifacts/ling_256k_length_sensitivity_hadamard_coordinated_v1/records/formal256k/int8_r128_value_h/aime26_23_seed1.json
aime26_24,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,669,669,True,False,EXTRACTED,stop,True,False,52448,119693,0.5528839736867194,0.23187963616254456,0.06038182060915835,165,,artifacts/ling_256k_length_sensitivity_hadamard_coordinated_v1/records/formal256k/int8_r128_value_h/aime26_24_seed1.json
aime26_25,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,850,850,True,False,EXTRACTED,stop,True,False,146107,505285,0.45772874117067297,0.10963039014373717,0.013731073570079128,7,,artifacts/ling_256k_length_sensitivity_hadamard_coordinated_v1/records/formal256k/int8_r128_value_h/aime26_25_seed1.json
aime26_26,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,132,132,True,False,EXTRACTED,stop,True,False,214389,684634,0.43487447874394786,0.12279948876304914,0.029681771110302554,34,,artifacts/ling_256k_length_sensitivity_hadamard_coordinated_v1/records/formal256k/int8_r128_value_h/aime26_26_seed1.json
aime26_27,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,223,223,True,False,EXTRACTED,stop,True,False,61871,137613,0.5518846576582401,0.2412550109918531,0.07992757371960683,17,,artifacts/ling_256k_length_sensitivity_hadamard_coordinated_v1/records/formal256k/int8_r128_value_h/aime26_27_seed1.json
aime26_28,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,107,2020,False,False,EXTRACTED,stop,True,False,94762,296604,0.4624468388226976,0.11234235660387315,0.01591607122125239,36,Early reasoning branch error,artifacts/ling_256k_length_sensitivity_hadamard_coordinated_v1/records/formal256k/int8_r128_value_h/aime26_28_seed1.json
aime26_29,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,157,12,False,False,EXTRACTED,length,False,True,261439,965338,0.40661576829510854,0.042267205238838396,0.002398402595018055,81,Termination failure,artifacts/ling_256k_length_sensitivity_hadamard_coordinated_v1/records/formal256k/int8_r128_value_h/aime26_29_seed1.json
aime26_30,1,INT8_R128_VALUE_HADAMARD,LING_INT8_R128_VALUE_HADAMARD,393,,False,True,ABSTAIN,length,False,True,261446,909169,0.4828853708074035,0.08196175780966114,0.006009233794003007,13,Termination failure,artifacts/ling_256k_length_sensitivity_hadamard_coordinated_v1/records/formal256k/int8_r128_value_h/aime26_30_seed1.json
